output, calc
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31070, 0.07666666666666799
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31070, 0.07666666666666799
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31025, 0.0016666666666651508
31054, 0.04999999999999716
31070, 0.07666666666666799
31039, 0.02499999999999858
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31039, 0.02499999999999858
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31039, 0.02499999999999858
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31070, 0.07666666666666799
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31025, 0.0016666666666651508
31054, 0.04999999999999716
31070, 0.07666666666666799
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31084, 0.10000000000000142
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31070, 0.07666666666666799
31054, 0.04999999999999716
31039, 0.02499999999999858
31070, 0.07666666666666799
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31070, 0.07666666666666799
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31070, 0.07666666666666799
31070, 0.07666666666666799
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31039, 0.02499999999999858
31054, 0.04999999999999716
31070, 0.07666666666666799
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
31054, 0.04999999999999716
