output, calc
31070, 0.07666666666666799
31039, 0.02499999999999858
31025, 0.0016666666666651508
31055, 0.051666666666669414
31039, 0.02499999999999858
31039, 0.02499999999999858
31039, 0.02499999999999858
31009, -0.02499999999999858
31070, 0.07666666666666799
31070, 0.07666666666666799
31070, 0.07666666666666799
31070, 0.07666666666666799
31115, 0.15166666666667084
31146, 0.20333333333333314
31160, 0.22666666666666657
31281, 0.42833333333332746
31736, 1.1866666666666674
31325, 0.5016666666666652
31417, 0.654999999999994
31190, 0.27666666666667084
31190, 0.27666666666667084
31146, 0.20333333333333314
31174, 0.2499999999999929
31146, 0.20333333333333314
31160, 0.22666666666666657
31146, 0.20333333333333314
31146, 0.20333333333333314
31146, 0.20333333333333314
31160, 0.22666666666666657
31146, 0.20333333333333314
31130, 0.17666666666666941
31115, 0.15166666666667084
31130, 0.17666666666666941
31130, 0.17666666666666941
31115, 0.15166666666667084
31101, 0.1283333333333303
31100, 0.12666666666666515
31084, 0.10000000000000142
31101, 0.1283333333333303
31070, 0.07666666666666799
31085, 0.10166666666666657
31115, 0.15166666666667084
31100, 0.12666666666666515
31085, 0.10166666666666657
31101, 0.1283333333333303
31084, 0.10000000000000142
31101, 0.1283333333333303
31101, 0.1283333333333303
31115, 0.15166666666667084
31115, 0.15166666666667084
31146, 0.20333333333333314
31146, 0.20333333333333314
31146, 0.20333333333333314
31146, 0.20333333333333314
31146, 0.20333333333333314
31130, 0.17666666666666941
31130, 0.17666666666666941
31146, 0.20333333333333314
31130, 0.17666666666666941
31115, 0.15166666666667084
31115, 0.15166666666667084
31115, 0.15166666666667084
31115, 0.15166666666667084
31115, 0.15166666666667084
31115, 0.15166666666667084
31115, 0.15166666666667084
31115, 0.15166666666667084
31146, 0.20333333333333314
31130, 0.17666666666666941
31115, 0.15166666666667084
31146, 0.20333333333333314
31115, 0.15166666666667084
31176, 0.2533333333333374
31190, 0.27666666666667084
31205, 0.3016666666666694
31160, 0.22666666666666657
31176, 0.2533333333333374
31146, 0.20333333333333314
31130, 0.17666666666666941
31146, 0.20333333333333314
31146, 0.20333333333333314
31146, 0.20333333333333314
31115, 0.15166666666667084
31130, 0.17666666666666941
31115, 0.15166666666667084
31101, 0.1283333333333303
31100, 0.12666666666666515
31130, 0.17666666666666941
31146, 0.20333333333333314
31130, 0.17666666666666941
31115, 0.15166666666667084
31146, 0.20333333333333314
31115, 0.15166666666667084
31146, 0.20333333333333314
31146, 0.20333333333333314
31190, 0.27666666666667084
31190, 0.27666666666667084
31252, 0.38000000000000256
31252, 0.38000000000000256
31221, 0.32833333333333314
31190, 0.27666666666667084
31221, 0.32833333333333314
31205, 0.3016666666666694
31176, 0.2533333333333374
31266, 0.403333333333336
31221, 0.32833333333333314
31160, 0.22666666666666657
31160, 0.22666666666666657
31146, 0.20333333333333314
31130, 0.17666666666666941
31146, 0.20333333333333314
31146, 0.20333333333333314
31160, 0.22666666666666657
31190, 0.27666666666667084
31115, 0.15166666666667084
31146, 0.20333333333333314
31130, 0.17666666666666941
31084, 0.10000000000000142
31100, 0.12666666666666515
31101, 0.1283333333333303
31130, 0.17666666666666941
31130, 0.17666666666666941
31115, 0.15166666666667084
31130, 0.17666666666666941
31101, 0.1283333333333303
31101, 0.1283333333333303
31115, 0.15166666666667084
31146, 0.20333333333333314
31146, 0.20333333333333314
31085, 0.10166666666666657
31130, 0.17666666666666941
31146, 0.20333333333333314
31115, 0.15166666666667084
31130, 0.17666666666666941
31146, 0.20333333333333314
31146, 0.20333333333333314
31115, 0.15166666666667084
31146, 0.20333333333333314
31115, 0.15166666666667084
31146, 0.20333333333333314
31146, 0.20333333333333314
31115, 0.15166666666667084
31146, 0.20333333333333314
31130, 0.17666666666666941
31130, 0.17666666666666941
31146, 0.20333333333333314
31146, 0.20333333333333314
31160, 0.22666666666666657
31160, 0.22666666666666657
31146, 0.20333333333333314
31160, 0.22666666666666657
31146, 0.20333333333333314
31146, 0.20333333333333314
31160, 0.22666666666666657
31146, 0.20333333333333314
31130, 0.17666666666666941
31146, 0.20333333333333314
31115, 0.15166666666667084
31146, 0.20333333333333314
31160, 0.22666666666666657
31160, 0.22666666666666657
31176, 0.2533333333333374
31205, 0.3016666666666694
31205, 0.3016666666666694
31205, 0.3016666666666694
31146, 0.20333333333333314
31146, 0.20333333333333314
31130, 0.17666666666666941
31146, 0.20333333333333314
31146, 0.20333333333333314
31115, 0.15166666666667084
31160, 0.22666666666666657
31100, 0.12666666666666515
31160, 0.22666666666666657
31176, 0.2533333333333374
31190, 0.27666666666667084
31190, 0.27666666666667084
31190, 0.27666666666667084
31146, 0.20333333333333314
31146, 0.20333333333333314
31146, 0.20333333333333314
31160, 0.22666666666666657
31205, 0.3016666666666694
31221, 0.32833333333333314
